DCG,DRY CREEK NEAR GALT,COSUMNES R,SACRAMENTO,-121.226,38.248,53,US Geological Survey
DCM,DRY CREEK AT MODESTO AT CLAUS ROAD,TUOLUMNE R,STANISLAUS,-120.923,37.657,88,CA Dept of Water Resources
DCO,DEL VALLE CONSERVATION OUTLET WORKS,EAST BAY,ALAMEDA,-121.7468,37.6178,542,CA Dept of Water Resources/O & M
DDL,DUDLEYS (MCDIARMID FIRE STATION),MERCED R,MARIPOSA,-120.09614,37.72091,3000,CA Dept of Water Resources/Flood Management
DDM,DEADMAN CREEK,STANISLAUS R,TUOLUMNE,-119.65411,38.3316,9250,CA Dept of Water Resources/Flood Management
DDW,DIDDY WELLS,SACTO VLY NE,SHASTA,-122.1,40.7,1300,US Bureau of Reclamation
DEC,DEER CREEK DAM,LYTLE CR,SAN BERNARDINO,-117.502,34.169,2320,None Specified
DES,DE SABLA (DWR),BUTTE CR,BUTTE,-121.61,39.872,2710,CA Dept of Water Resources/O & M
DEV,DEVORE,LYTLE CR,SAN BERNARDINO,-117.40444,34.22111,2070,CAL FIRE
DGC,TRINITY RIVER AT DOUGLAS CITY,TRINITY R,TRINITY,-122.95667,40.64528,1600,US Geological Survey & US Bureau of Reclamation
DGH,DOG HOUSE MEADOW,MERCED R,MARIPOSA,-119.78522,37.7626,6100,CA Dept of Water Resources/Snow Surveys
DGL,DOUGHTY CUT ABOVE GRANT LINE CANAL,SAN JOAQUIN R,SAN JOAQUIN,-121.425,37.815,18,CA Dept of Water Resources
DKY,DINKY,KINGS R,FRESNO,-119.03944,37.06639,5668,US Forest Service
DLN,DEL NORTE,S BARBARA COAST,VENTURA,-119.654,34.009,800,National Park Service
DLT,SACRAMENTO RIVER AT DELTA ,SACRAMENTO R,SHASTA,-122.41724,40.93959,1075,US Geological Survey & US Bureau of Reclamation
DM2,CHECK 20,SAN JOAQUIN R,FRESNO,-120.433,36.831,165,US Bureau of Reclamation
DM3,CHECK 21,SAN JOAQUIN R,FRESNO,-120.374,36.778,164,US Bureau of Reclamation
DMC,DMC HEADWORKS,DELTA,ALAMEDA,-121.588,37.78,200,US Bureau of Reclamation
DMF,DRUM PH FOREBAY,YUBA R,PLACER,-120.75,39.25,4750,Pacific Gas & Electric
DMV,DIAMOND VALLEY,SANTA MARGARITA R,RIVERSIDE,-117.066,33.67,1756,Metropolitan Water District
DNM,DUNSMUIR TREATMENT PLANT,SACRAMENTO R,SISKIYOU,-122.267,41.2,2170,National Weather Service
DNN,DONNER LAKE (DWR),TRUCKEE R,NEVADA,-120.25,39.333,5945,US Geological Survey
DNP,DON PEDRO RESERVOIR,TUOLUMNE R,TUOLUMNE,-120.421,37.702,830,Turlock Irrigation District
DNV,DOWNIEVILLE,YUBA R,SIERRA,-120.8292,39.5586,2920,CA Dept of Water Resources/Flood Management
DON,DONNELLS,STANISLAUS R,TUOLUMNE,-119.96,38.329,4835,US Bureau of Reclamation
DOY,DOYLE CROSSING,FEATHER R,PLUMAS,-120.483,40.1192,5670,CA Dept of Water Resources
DPH,DRUM POWER HOUSE,BEAR R,PLACER,-120.767,39.264,3400,Pacific Gas & Electric
DPO,DEVIL'S POSTPILE,SAN JOAQUIN R,MADERA,-119.0847,37.6294,7569,CA Dept of Water Resources/Snow Surveys
DRC,DEER CK FOREBAY (PG&E),YUBA R,NEVADA,-120.825,39.3,4455,Pacific Gas & Electric
DRF,SMITH RIVER AT DR FINE BRIDGE,SMITH R,DEL NORTE,-124.133,41.883,63,USGS and DWR
DRO,DELTA RUNOFF ONE DAY CALCULATION,DELTA,CONTRA COSTA,-121.642,38.042,6,CA Dept of Water Resources/Flood Management
DSA,DOS AMIGOS PUMPING PLANT,SAN JOAQUIN R,MERCED,-120.82558,36.9241,100,CA Dept of Water Resources/O & M
DSB,DE SABLA (PG&E),BUTTE CR,BUTTE,-121.617,39.867,2710,Pacific Gas & Electric
DSC,DESCANSO,SAN DIEGO R,SAN DIEGO,-116.622,32.857,3480,US Forest Service
DSJ,DUTCH SLOUGH AT JERSEY ISLAND,SAN JOAQUIN R,CONTRA COSTA,-121.671,38.013,10,US Geological Survey
DSS,DISMAL SWAMP,SURPRISE VALLEY,MODOC,-120.165,41.993,7050,Natural Resources Conservation Service
DTO,DELTA OUTFLOW,DELTA,SOLANO,-122.025,38.059,0,CA Dept of Water Resources/O & M
DTV,DEATH VALLEY,AMARGOSA R,INYO,-116.867,36.467,-194,National Weather Service
DUC,DUDLEY RANCH BELOW COULTERVILLE,MERCED R,MARIPOSA,-120.133,37.741,3654,Merced Irrigation District
DUN,DUNCAN,AMERICAN R,PLACER,-120.509,39.144,7100,US Forest Service
DV7,DEL VALLE CHECK 7 (KB001638),EAST BAY,ALAMEDA,-121.7419,37.6547,500,CA Dept of Water Resources/O & M
DVB,DANVILLE LIBRARY,SF BAY,CONTRA COSTA,-121.9956,37.8208,364,Contra Costa County
DVC,DEVIL CANYON HEADWORKS (KA041288),SANTA ANA R,SAN BERNARDINO,-117.3307,34.2235,2296,CA Dept of Water Resources/O & M
DVG,DEVILS GARDEN,PIT R,MODOC,-120.668,41.522,5022,CAL FIRE
DVL,DEL VALLE,SANTA CLARA R,LOS ANGELES,-118.666,34.431,1278,Los Angeles County Fire Dept
DVR,DAVIS RANCH,COTTONWOOD CR,TEHAMA,-122.45,40.35,550,US Bureau of Reclamation
DWV,DOWNIEVILLE,YUBA R,SIERRA,-120.8333,39.5667,2915,National Weather Service
DYC,DAY CANYON,LYTLE CR,SAN BERNARDINO,-117.537,34.168,2240,None Specified
DYE,DOYLE (BLM),SUSAN R,LASSEN,-120.106,40.022,4240,CAL FIRE
DYR,DYER RESERVOIR,DELTA,CONTRA COSTA,-121.67611,37.76184,805,CA Dept of Water Resources/O & M
EBB,EBBETTS PASS,CARSON R,ALPINE,-119.808,38.561,8700,Natural Resources Conservation Service
EBM,EASTSIDE BYPASS BLW MARIPOSA BYPASS,SAN JOAQUIN R,MERCED,-120.6981,37.205,115,CA Dept of Water Resources/SCRO
ECA,EL CARISO,SAN JACINTO R,RIVERSIDE,-117.41,33.65,3038,US Forest Service
ECD,EAST CONTRA COUNTY ID PP#1,DELTA,CONTRA COSTA,-121.626,37.91786,22,CA Dept of Water Resources
ECH,ECHO LAKE CONDUIT,AMERICAN R,EL DORADO,-120.037,38.831,7420,Pacific Gas & Electric
EDI,EL DORADO INTAKE,AMERICAN R,EL DORADO,-120.583,38.755,3900,Pacific Gas & Electric
EDN,STUMPY MEADOWS RESERVOIR(MARK EDSON DAM),AMERICAN R,EL DORADO,-120.603,38.903,4272,Georgetown Divide Public Utility District
EDP,EDMONSTON PUMPING PLANT,TEHACHAPI MOUNTAINS,KERN,-118.824,34.943,1247,CA Dept of Water Resources/O & M
EEL,EEL RIVER (USFS),EEL R,MENDOCINO,-123.083,39.833,1500,US Forest Service
EGL,EAGLE CREEK,TULE R,TULARE,-118.641,35.983,6700,US Army Corps of Engineers
EGN,COSUMNES RIVER AT EAGLES NEST ROAD,COSUMNES R,SACRAMENTO,-121.26,38.485,100,Sacramento County
ELG,ELK GROVE FISH HATCHERY,COSUMNES R,SACRAMENTO,-121.374,38.421,45,Sacramento County
ELK,ELK VALLEY,SMITH R,DEL NORTE,-123.718,41.988,1705,CA Dept of Water Resources/Flood Management
ELN,EASTSIDE BYPASS NEAR EL NIDO,SAN JOAQUIN R,MERCED,-120.6053,37.1475,100,CA Dept of Water Resources/Flood Management
ELP,EEL RIVER BELOW LAKE PILLSBURY 24HR AVG,EEL R,LAKE,-122.9703,39.4081,1740,Pacific Gas & Electric
EMM,EMMATON (USBR),DELTA,SACRAMENTO,-121.73892,38.08396,0,US Bureau of Reclamation
ENG,ENGLEBRIGHT (USACE),YUBA R,NEVADA,-121.267,39.239,551,US Army Corps of Engineers
EP5,ECHO PEAK 5,LAKE TAHOE,EL DORADO,-120.079,38.849,7800,Natural Resources Conservation Service
EPH,ELECTRA PH,MOKELUMNE R,AMADOR,-120.667,38.333,720,Pacific Gas & Electric
EPK,EAST PARK RESERVOIR,STONY CR,COLUSA,-122.517,39.367,1205,US Bureau of Reclamation
EPW,EL PORTAL,MERCED R,MARIPOSA,-119.78792,37.67533,2073,National Park Service
ERC,EEL RIVER CAMP,EEL R,HUMBOLDT,-123.824,40.138,470,CAL FIRE
ERK,EUREKA WOODLEY ISLAND,EEL R,HUMBOLDT,-124.167,40.8,20,National Weather Service
ERY,ELLERY LAKE,MONO LAKE,MONO,-119.2322,37.93497,9645,CA Dept of Water Resources/Snow Surveys
EVA,EEL RIVER BELOW VAN ARSDALE DAM 24HR AVG,EEL R,MENDOCINO,-123.115,39.3886,1400,Pacific Gas & Electric
EWS,PLUMAS EUREKA ST PARK WEATHER STATION,FEATHER R,PLUMAS,-120.69611,39.75778,5107,CA Dept of Water Resources/Flood Management
EXC,NEW EXCHEQUER-LK MCCLURE,MERCED R,MARIPOSA,-120.27,37.585,879,Merced Irrigation District
FAL,FALSE RIVER,DELTA,CONTRA COSTA,-121.6669,38.0558,0,USGS and DWR
FBS,FORBESTOWN,FEATHER R,BUTTE,-121.2661,39.517,2840,Pacific Gas & Electric
FCH,FANCHER CREEK,KINGS R,FRESNO,-119.4658,36.8839,920,CAL FIRE
FCT,FISHERMANS CUT,SAN JOAQUIN R,SAN JOAQUIN,-121.64884,38.06782,4,CA Dept of Water Resources/NCRO
FDC,FORESTDALE CREEK,CARSON R,ALPINE,-119.9597,38.6824,8017,Natural Resources Conservation Service
FDL,FIDDLETOWN,COSUMNES R,AMADOR,-120.7,38.533,2160,US Bureau of Reclamation
FEN,FENCE MEADOW,KINGS R,FRESNO,-119.175,36.961,5048,US Forest Service
FFB,SAN JOAQUIN R AT FREMONT FORD BRIDGE,SAN JOAQUIN R,MERCED,-120.93104,37.30994,65,US Geological Survey
FGC,FRIANT GOVERNMENT CAMP,SAN JOAQUIN R,FRESNO,-119.717,36.983,410,National Weather Service
FHH,FALLS CK NR HETCH HETCHY,TUOLUMNE R,TUOLUMNE,-119.7633,37.9708,5350,City and County of San Francisco
FIG,FIGUEROA,SANTA YNEZ R,SANTA BARBARA,-120.007,34.734,3200,US Forest Service
FIS,FISH CREEK MOUNTAINS,WEST SALTON SEA,IMPERIAL,-116.058,32.983,760,US Bureau of Land Management
FLD,FOLSOM DAM - FOLSOM POINT (DYKE 8),AMERICAN R,SACRAMENTO,-121.12972,38.69305,350,National Weather Service
FLL,FALLEN LEAF LAKE,LAKE TAHOE,EL DORADO,-120.056,38.932,6250,Natural Resources Conservation Service
FLR,FLORENCE LAKE (SCE),SAN JOAQUIN R,FRESNO,-118.967,37.267,7325,"Southern California Edison Company, Big Creek"
FLW,FLOWER MOUNTAIN,STANISLAUS R,TUOLUMNE,-120.6803,37.92,1480,US Army Corps of Engineers
FMC,FREMONT CANYON,SANTA ANA R,ORANGE,-117.708,33.8111,1750,Orange County Fire Authority
FMD,FRENCH MEADOWS,AMERICAN R,PLACER,-120.468,39.112,5263,Placer County Water Agency
FML,FIVE MILE,KINGS R,INYO,-117.918,35.872,4150,US Bureau of Land Management
FO1,FORT ORD #1,SALINAS R,MONTEREY,-121.798,36.627,460,US Army
FO2,FORT ORD #2,SALINAS R,MONTEREY,-121.786,36.627,490,US Army
FOL,FOLSOM LAKE,AMERICAN R,SACRAMENTO,-121.183,38.683,466,US Bureau of Reclamation
FOR,FOUR TREES,FEATHER R,PLUMAS,-121.32254,39.81237,5150,CA Dept of Water Resources/O & M
FPT,SACRAMENTO RIVER AT FREEPORT,SACRAMENTO R,SACRAMENTO,-121.5,38.45,0,US Geological Survey
FPX,SACRAMENTO RIVER AT FREEPORT AUX,SACRAMENTO R,SACRAMENTO,-121.5,38.45,0,US Geological Survey
FR1,FARMINGTON CENTRAL ID CANAL,LITTLEJOHN CR,SAN JOAQUIN,-120.935,37.915,180,US Army Corps of Engineers
FR2,FARMINGTON STOCKTON EAST CANAL,LITTLEJOHN CR,SAN JOAQUIN,-120.935,37.915,180,US Army Corps of Engineers
FRA,FEATHER RIVER AT MILE 61.6,FEATHER R,BUTTE,-121.597,39.468,125,CA Dept of Water Resources
FRD,FRENCHMAN DAM,FEATHER R,PLUMAS,-120.183,39.883,5517,CA Dept of Water Resources/O & M
FRE,SACTO R AT FREMONT WEIR (CREST 33.5'),SACRAMENTO R,YOLO,-121.66727,38.75926,40,CA Dept of Water Resources/NCRO
FRH,FORESTHILL R S,AMERICAN R,PLACER,-120.85,39.017,3015,US Forest Service
FRM,FARMINGTON (SPILL ELEV 156.5 FT),LITTLEJOHN CR,SAN JOAQUIN,-120.935,37.915,180,US Army Corps of Engineers
FRN,FORNI RIDGE,AMERICAN R,EL DORADO,-120.213,38.805,7600,US Bureau of Reclamation
FRO,FRESNO WB AIRPORT,TULARE LAKE,FRESNO,-119.717,36.767,328,National Weather Service
FRP,FARRAR PARK,DELTA,SAN JOAQUIN,-121.64,38.012,0,US Bureau of Reclamation
FRT,FRIANT DAM,SAN JOAQUIN R,FRESNO,-119.692,36.995,578,US Bureau of Reclamation
FRW,FAREWELL GAP,KAWEAH R,TULARE,-118.5789,36.41509,9500,CA Dept of Water Resources/Snow Surveys
FSF,FOLSOM LAKE SAFCA WCD,AMERICAN R,SACRAMENTO,-121.183,38.683,466,US Bureau of Reclamation
FSW,EEL RIVER AT FORT SEWARD,EEL R,HUMBOLDT,-123.63253,40.2182,320,USGS and DWR
FTO,FEATHER RIVER AT OROVILLE,FEATHER R,BUTTE,-121.547,39.522,149,CA Dept of Water Resources/Snow Surveys
FTS,FOUNTAIN SPRINGS,KERN R,TULARE,-118.9156,35.8911,210,CAL FIRE
GAS,GASQUET RANGER STATION,SMITH R,DEL NORTE,-123.967,41.85,384,CA Dept of Water Resources/Flood Management
GBS,GIBSON MAINTENANCE STATION,SACRAMENTO R,SHASTA,-122.41,41.025,1650,National Weather Service
GCT,GRANTLINE CANAL AT TRACY RD BRIDGE,SAN JOAQUIN R,SAN JOAQUIN,-121.44986,37.82014,25,CA Dept of Water Resources
GDJ,GOODWIN N MAIN (SSJ) CANAL,STANISLAUS R,CALAVERAS,-120.603,37.875,359,US Bureau of Reclamation
GDS,GOODWIN S MAIN (OAKDALE) CANAL,STANISLAUS R,CALAVERAS,-120.603,37.875,359,US Bureau of Reclamation
GDW,GOODWIN DAM,STANISLAUS R,CALAVERAS,-120.6297,37.8628,359,US Bureau of Reclamation
GEM,GEM PASS,MONO LAKE,MONO,-119.17,37.78,10750,CA Dept of Water Resources/Snow Surveys
GES,SACRAMENTO RIVER BELOW GEORGIANA SLOUGH,SACRAMENTO R,SACRAMENTO,-121.5234,38.2389,0,US Geological Survey
GGT,GOLDEN GATE,SF BAY,SAN FRANCISCO,-122.474,37.81,0,National Weather Service
GIB,GIBSON,SACRAMENTO R,SHASTA,-122.3992,41.0225,1633,CA Dept of Water Resources/Flood Management
GIN,GIN FLAT,MERCED R,MARIPOSA,-119.773,37.767,7050,CA Dept of Water Resources/Snow Surveys
GKS,GREEK STORE,AMERICAN R,PLACER,-120.558,39.075,5600,US Bureau of Reclamation
GLC,GRANTLINE CANAL (USGS),SAN JOAQUIN R,SAN JOAQUIN,-121.5485,37.8196,10,USGS and DWR
GLH,GLEN HELEN REGIONAL PARK,LYTLE CR,SAN BERNARDINO,-117.405,34.209,2040,None Specified
GLL,GERLE LAKE,AMERICAN R,EL DORADO,-120.367,39.033,5860,Sacramento Municipal Utility District
GLN,GREEN'S LANDING,SACRAMENTO R,SACRAMENTO,-121.546,38.345,5,US Bureau of Reclamation
GLR,GILMORE RANCH,CALAVERAS R,SAN JOAQUIN,-120.987,38.045,220,San Joaquin County
GLV,GLENVILLE FS,KERN R,KERN,-118.7,35.717,3140,Kern County
GNF,GIANT FOREST (USACE),KAWEAH R,TULARE,-118.765,36.562,6650,US Army Corps of Engineers
GNL,GIANELLI MEADOW,STANISLAUS R,TUOLUMNE,-119.89319,38.20431,8400,US Bureau of Reclamation
GNV,GREENVILLE RS,FEATHER R,PLUMAS,-120.933,40.133,3570,National Weather Service
GOL,GOLD LAKE,FEATHER R,SIERRA,-120.61718,39.67478,6750,CA Dept of Water Resources/O & M
GRD,GIRARD,SACRAMENTO R,SHASTA,-122.283,41.133,4800,US Bureau of Reclamation
GRE,GREENVILLE,FEATHER R,PLUMAS,-120.9412,40.1394,3560,CA Dept of Water Resources/Flood Management
GRF,SAN JOAQUIN RIVER AT GRAVELLY FORD,SAN JOAQUIN R,FRESNO,-120.16,36.798,170,US Bureau of Reclamation
GRG,GEORGETOWN RS (USFS),AMERICAN R,EL DORADO,-120.8,38.933,3001,US Forest Service
GRL,FEATHER RIVER NEAR GRIDLEY,FEATHER R,BUTTE,-121.64737,39.36658,92,CA Dept of Water Resources/O & M
GRM,GREEN MOUNTAIN,SAN JOAQUIN R,MADERA,-119.238,37.555,7900,US Bureau of Reclamation
GRN,GREEN SPRINGS,TUOLUMNE R,TUOLUMNE,-120.5,37.833,1020,CAL FIRE
GRO,GRANT GROVE,KINGS R,TULARE,-118.967,36.733,6600,US National Forest
GRS,GRASSHOPPER,SUSAN R,LASSEN,-120.78445,40.78167,6050,CAL FIRE
GRV,GRAVEYARD MEADOW,SAN JOAQUIN R,MADERA,-119.29,37.465,6900,US Bureau of Reclamation
GRZ,GRIZZLY RIDGE,FEATHER R,PLUMAS,-120.645,39.917,6900,CA Dept of Water Resources/O & M
GTM,GOAT MOUNTAIN,SAN JOAQUIN R,MADERA,-119.543,37.27,4520,US Bureau of Reclamation
GTW,GEORGETOWN (USBR),AMERICAN R,EL DORADO,-120.789,38.925,3250,US Bureau of Reclamation
GVY,GRASS VALLEY,YUBA R,NEVADA,-121.0672,39.2056,2400,CA Dept of Water Resources/Flood Management
GYS,GOODYEAR SLOUGH,DELTA,SOLANO,-122.095,38.118,0,"CA Dept of Water Resources, DES"
HAC,RUSSIAN RIVER NEAR HACIENDA BRIDGE,RUSSIAN R,SONOMA,-122.92777,38.50852,20,USGS and DWR
HAT,HAT CK PH NO 1,HAT CR,SHASTA,-121.55,40.933,3020,Pacific Gas & Electric
HBP,HARVEY O BANKS PUMPING P (KA000331),DELTA,CONTRA COSTA,-121.62028,37.80194,4,CA Dept of Water Resources/O & M
HCK,HOCKETT MEADOW (USACE),KAWEAH R,TULARE,-118.651,36.371,8500,US Army Corps of Engineers
HDC,HENDRICKS CANAL,FEATHER R,BUTTE,-121.529,39.934,9999,Pacific Gas & Electric
HDL,HOADLEY,TRINITY R,SHASTA,-122.75,40.683,4580,US Bureau of Reclamation
HDZ,HERNANDEZ,SAN BENITO R,SAN BENITO,-120.854,36.383,3752,CAL FIRE
HEA,RUSSIAN RIVER NEAR HEALDSBURG,RUSSIAN R,SONOMA,-122.83638,38.61324,108,USGS and DWR
HGM,HAGANS MEADOW,LAKE TAHOE,EL DORADO,-119.94,38.853,8000,Natural Resources Conservation Service
HHL,HELL HOLE (PCWA),AMERICAN R,PLACER,-120.407,39.058,4630,Placer County Water Agency
HHM,HIGHLAND MEADOW,MOKELUMNE R,ALPINE,-119.80575,38.48731,8700,CA Dept of Water Resources/Snow Surveys
HID,HIDDEN DAM (HENSLEY),FRESNO R,MADERA,-119.917,37.2,561,US Army Corps of Engineers
HIG,HIGHLAND LAKES,TRINITY R,TRINITY,-122.483,41.093,6030,US Bureau of Reclamation
HKY,HAWKEYE,RUSSIAN R,SONOMA,-122.84,38.727,2000,CAL FIRE
HLC,HILLCREST,PIT R,SHASTA,-121.883,40.867,3440,US Bureau of Reclamation
HLD,HIGHLAND PEAK,DELTA,CONTRA COSTA,-121.8084,37.8145,2520,Contra Costa County
HLH,HELL HOLE (USFS),AMERICAN R,PLACER,-120.4217,39.0717,4580,US Forest Service
HLL,HOLLAND TRACT,DELTA,CONTRA COSTA,-121.579,38.008,0,US Bureau of Reclamation
HMB,HUMBUG,FEATHER R,PLUMAS,-121.368,40.115,6500,CA Dept of Water Resources/O & M
HMC,SACRAMENTO R AT HAMILTON CITY-MAIN CH,SACRAMENTO R,GLENN,-121.99788,39.75092,145,CA Dept of Water Resources/O & M
HNT,HUNTINGTON LAKE (USBR),SAN JOAQUIN R,FRESNO,-119.221,37.228,7000,US Bureau of Reclamation
HNY,HONEYDEW,MATTOLE R,HUMBOLDT,-124.148,40.23,370,CA Dept of Water Resources/Flood Management
HOL,HOLLAND CUT NEAR BETHEL ISLAND,SAN JOAQUIN R,SAN JOAQUIN,-121.5819,38.0164,0,USGS and DWR
HOP,RUSSIAN RIVER NEAR HOPLAND,RUSSIAN R,MENDOCINO,-123.13056,39.02656,498,USGS/USACE
HOR,HORSE MEADOW (NRCS),CARSON R,ALPINE,-119.8873,38.8365,8557,Natural Resources Conservation Service
HPA,TRINITY RIVER AT HOOPA,TRINITY R,HUMBOLDT,-123.67367,41.04985,330,USGS and DWR
HRF,HARKNESS FLAT,FEATHER R,LASSEN,-121.275,40.418,6200,"Pacific Gas and Electric Company, Rogers Flat"
HRK,HARKNESS FLAT,FEATHER R,LASSEN,-121.275,40.418,6200,CA Dept of Water Resources/O & M
HRO,HARVEY O BANKS PUMPING PLANT,DELTA,CONTRA COSTA,-121.623,37.798,4,CA Dept of Water Resources
HRR,HARRISON GULCH RS,SACTO VLY WEST,SHASTA,-122.967,40.367,2750,US Forest Service
HRS,HORSE MEADOW,TUOLUMNE R,TUOLUMNE,-119.662,38.158,8400,CA Dept of Water Resources/Snow Surveys
HRZ,HIRZ,SACRAMENTO R,SHASTA,-122.25,40.9,3200,US Bureau of Reclamation
HSS,HOSSACK,TULE R,TULARE,-118.619,36.181,7100,US Army Corps of Engineers
HTC,HAT CREEK #1 PH (PG&E),PIT R,LASSEN,-121.55,40.933,3015,Pacific Gas & Electric
HTG,HASTINGS,CARMEL R,MONTEREY,-121.551,36.388,1824,CAL FIRE
HTH,HETCH HETCHY,TUOLUMNE R,TUOLUMNE,-119.783,37.95,3870,Hetch Hetchy Water and Power
HTN,HUNTINGTON LAKE (PG&E) (OBSERVER),SAN JOAQUIN R,FRESNO,-119.225,37.225,7000,Pacific Gas & Electric
HUL,HULL MTN,EEL R,MENDOCINO,-122.94833,39.53333,6461,CA Dept of Water Resources/Flood Management
HVN,HEAVENLY VALLEY,LAKE TAHOE,EL DORADO,-119.917,38.929,8800,Natural Resources Conservation Service
HYS,HUYSINK,AMERICAN R,PLACER,-120.527,39.282,6600,US Bureau of Reclamation
ICH,ICE HOUSE (SMUD),AMERICAN R,EL DORADO,-120.359,38.824,5454,Sacramento Municipal Utility District
IDB,CCWD OLD RIVER PP NEAR DISCOVERY BAY,DELTA,CONTRA COSTA,-121.577,37.8833,0,Contra Costa Water District
IDC,INDEPENDENCE CAMP,TRUCKEE R,SIERRA,-120.29855,39.45259,7000,Natural Resources Conservation Service
IDP,INDEPENDENCE LAKE (SCS),TRUCKEE R,NEVADA,-120.322,39.435,8450,Natural Resources Conservation Service
IGO,CLEAR CREEK NR IGO,SACRAMENTO R,SHASTA,-122.52418,40.51321,673,US Geological Survey
INB,CCWD ROCK SLOUGH PP NEAR BRENTWOOD,DELTA,CONTRA COSTA,-121.702,37.996,0,Contra Costa Water District
INN,INDEPENDENCE CREEK,TRUCKEE R,SIERRA,-120.293,39.494,6500,Natural Resources Conservation Service
INP,INDEPENDENCE LAKE NEAR TRUCKEE,TRUCKEE R,SIERRA,-120.29,39.452,6921,US Geological Survey
INV,INDIAN VALLEY,CACHE CR,LAKE,-122.533,39.083,1502,Yolo County Flood Control and Water Consv Dist
ISB,ISABELLA DAM,KERN R,KERN,-118.473,35.646,2635,US Army Corps of Engineers
IWC,INDIAN WELLS CANYON,MOJAVE DESERT,KERN,-117.8894,35.685,4000,US Bureau of Land Management
JAR,JARBO GAP,FEATHER R,BUTTE,-121.489,39.736,2700,CAL FIRE
JCR,JUDGE F CARR PH,SACTO VLY WEST,SHASTA,-122.626,40.647,9999,US Bureau of Reclamation
JDP,JORDAN PEAK,FEATHER R,PLUMAS,-120.2889,40.036,6812,CA Dept of Water Resources
JER,JERSEY POINT,DELTA,CONTRA COSTA,-121.6888,38.05199,0,US Bureau of Reclamation
JNC,JUNCTION,AMERICAN R,EL DORADO,-120.453,38.853,4468,Sacramento Municipal Utility District
JNR,JOHNSON RANCH,EAST BAY,ALAMEDA,-121.604,37.6667,2042,San Joaquin County
JSD,JERSEYDALE,MERCED R,MARIPOSA,-119.84,37.542,3900,US Forest Service
JUC,JUNIPER CREEK,PIT R,MODOC,-120.467,41.328,4700,US Bureau of Land Management
JUL,JULIAN,SAN DIEGO R,SAN DIEGO,-116.591,33.076,4240,CAL FIRE
JWB,JAWBONE,MOJAVE DESERT,KERN,-118.226,35.295,4300,CAL FIRE
KCP,KERN CANYON PH (OBSERVER),KERN R,KERN,-118.441,35.441,702,Pacific Gas & Electric
KES,KESWICK RESERVOIR,SACRAMENTO R,SHASTA,-122.443,40.601,596,US Bureau of Reclamation
KET,KETTENPOM,EEL R,TRINITY,-123.467,40.15,3468,CA Dept of Water Resources/Flood Management
KIB,LOWER KIBBIE RIDGE,TUOLUMNE R,TUOLUMNE,-119.877,38.032,6700,CA Dept of Water Resources/Snow Surveys
KLL,KELLY RIDGE POWER PLANT,FEATHER R,BUTTE,-121.483,39.533,180,South Feather Water and Power Agency
KLR,KILARC PH,SACTO VLY NE,SHASTA,-121.867,40.683,2650,Pacific Gas & Electric
KNK,KLAMATH RIVER NEAR KLAMATH,KLAMATH R,DEL NORTE,-123.97952,41.51096,60,US Geological Survey
KNO,KNOXVILLE CREEK,PUTAH CR,LAKE,-122.4172,38.8619,2200,US Bureau of Land Management
KNW,KEENWILD,SAN JACINTO R,RIVERSIDE,-116.714,33.714,4920,US Forest Service
KP3,KERN PH 3,KERN R,KERN,-118.43606,35.7759,2703,"Southern California Edison Company, Big Creek"
KPH,KERN CANYON PH (PG&E),KERN R,KERN,-118.783,35.433,570,Pacific Gas & Electric
KPI,KERN POWER HOUSE INTAKE,KERN R,KERN,-118.47686,35.9458,3654,Southern California Edison Company
KR1,KERN PH 1,KERN R,KERN,-118.77,35.46,1000,"Southern California Edison Company, Big Creek"
KR3,KERN R INTAKE NO. 3,KERN R,KERN,-118.48,35.95,3650,"Southern California Edison Company, Big Creek"
KRN,KERNVILLE (USFS),KERN R,KERN,-118.425,35.755,2720,US Forest Service
KSP,KAISER POINT,SAN JOAQUIN R,FRESNO,-119.1,37.3,9200,US Bureau of Reclamation
KTL,KETTLE ROCK,FEATHER R,PLUMAS,-120.715,40.14,7300,CA Dept of Water Resources/O & M
KTT,KETTLEMAN HILLS,TULARE LAKE,KINGS,-120.057,36.033,810,US Bureau of Land Management
KWK,KESWICK (WATER QUALITY),SACRAMENTO R,SHASTA,-122.44446,40.60098,596,CA Dept of Water Resources
LA1,LA COUNTY PORTABLE RAWS,LOS ANGELES R,LOS ANGELES,-118.406,34.258,960,Los Angeles County Fire Dept
LAP,LA PORTE (DWR),FEATHER R,PLUMAS,-120.983,39.681,4980,CA Dept of Water Resources/O & M
LAS,LASSEN LODGE,SACRAMENTO R,TEHAMA,-121.7,40.35,4120,CAL FIRE
LAY,LAYTONVILLE,EEL R,MENDOCINO,-123.485,39.702,1838,CAL FIRE
LBD,LOBDELL LAKE,WALKER R,MONO,-119.377,38.44,9200,Natural Resources Conservation Service
LBN,LOS BANOS (CDF),SAN JOAQUIN R,MERCED,-121.049,37.053,350,CAL FIRE
LBR,LIBERTY ROAD,PETALUMA R,SONOMA,-122.7,38.283,100,City of Petaluma
LCB,OREGON CREEK BELOW LOG CABIN,YUBA R,YUBA,-121.058,39.445,1913,Yuba County
LCL,LEO CARRILLO STATE PARK,VENTURA LA COASTAL,LOS ANGELES,-118.936,34.046,50,Los Angeles County Fire Dept
